isolate_name	collection_date	last_modified	type	lineage	originating lab	submitting lab
A/NewYork/28/2018	2018-03-16	2018-05-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/32/2018	2018-03-11	2018-05-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/31/2018	2018-03-10	2018-05-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/34/2018	2018-04-03	2018-05-15	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/33/2015	2015-03-30	2018-05-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/38/2018	2018-04-27	2018-06-05	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/37/2018	2018-04-26	2018-06-05	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2018	2018-04-27	2018-06-25	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2018	2018-04-27	2018-07-30	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/28/2018	2018-03-16	2018-07-30	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/27/2018	2018-03-12	2018-07-30	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/38/2018	2018-04-27	2018-08-07	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/37/2018	2018-04-26	2018-08-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/21/2018	2018-02-25	2018-08-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/34/2018	2018-04-03	2018-09-05	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/15/2018	2018-02-21	2018-09-12	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/6696/2018	2018-01-04	2018-08-26	A/H3N2		  	 Other Database Import
A/NewYork/6697/2018	2018-01-05	2018-08-26	A/H3N2		  	 Other Database Import
A/NewYork/6642/2017	2017-12-29	2018-08-26	A/H3N2		  	 Other Database Import
A/NewYork/6643/2018	2018-01-10	2018-08-26	A/H3N2		  	 Other Database Import
A/NewYork/6495/2017	2017-12-14	2018-05-10	A/H3N2		  	 Other Database Import
A/NewYork/6496/2017	2017-12-15	2018-05-10	A/H3N2		  	 Other Database Import
A/NewYork/40/2018	2018-09-05	2018-09-24	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/41/2018	2018-09-05	2018-09-24	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/46/2018	2018-09-18	2018-11-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/40/2018	2018-09-05	2018-11-13	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/41/2018	2018-09-05	2018-11-13	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/46/2018	2018-09-18	2018-11-29	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/55/2018	2018-12-13	2019-01-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/59/2018	2018-12-26	2019-01-25	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/57/2018	2018-12-15	2019-01-25	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/55/2018	2018-12-13	2019-02-05	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/59/2018	2018-12-26	2019-02-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2019	2019-01-05	2019-02-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/61/2018	2018-12-01	2019-02-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/06/2015	2015-01-06	2019-02-19	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/04/2019	2019-01-21	2019-02-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2019	2019-01-28	2019-02-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/57/2018	2018-12-15	2019-02-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
